id,title,year,source,name,platform,genre,mode,group,type,quote
108,Treyarchs Draconus,2000,https://www.gamasutra.com/view/feature/131547/postmortem_treyarchs_draconus.php,Draconus,console,action,single,management-feature,cutting-features,"Our answer to being under funded and under scheduled was to cut network play. We needed to make much bigger cuts. If we had thrown out our new engine and gone back to the Die By the Sword engine, cut the number of levels in half, stuck with one main character instead of two, and tried to be conservative about our technical achievements, rather than pushing the Dreamcast to its published limits, we would have had a fighting chance."
109,Treyarchs Draconus,2000,https://www.gamasutra.com/view/feature/131547/postmortem_treyarchs_draconus.php,Draconus,console,action,single,management-feature,planning,"Another example of poor planning was that magic was an afterthought. We always knew we would have spells in the game, special abilities with nice special effects that your character would acquire as the game progressed, but they were left until late in development because there were always more pressing issues. Of course, once we did implement spells, they unbalanced the play of the game horrendously, and much more unplanned work was needed to make magic function reasonably. Aspects that are fundamental to playability need to be prototyped early, even if the pretty special effects arent ready yet, so that the play balance can be measured and tested."
110,Treyarchs Draconus,2000,https://www.gamasutra.com/view/feature/131547/postmortem_treyarchs_draconus.php,Draconus,console,action,single,business,marketing,"Fortunately, this is extremely rare. What seems to happen when two different companies are going to sell your game in two different places is that neither one of them wants to stand behind your product. They both point at the other guy. Need more development stations? Thats the other publishers responsibility. Need more money? Thats the other publishers responsibility. Need anything? You get the picture. "
111,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,production,tools,"When we rebuilt the game engine, we tried to retain as much of the original code as we could to get the game up and running again as soon as possible. With the exception of the G-Engine, this was a big mistake. Nearly every one of the systems that we kept caused us problems -- they were badly designed, buggy, inflexible, and should have been redesigned. Some of these systems never worked correctly throughout the lifetime of the project and had to be hacked around by the content developers to get the game to ship. Specifically, we had serious problems with the ""fidget"" system (used by character models when idle or when involved in dialogue), the character models walker, the vertex animation system, and the conversation and dialogue systems. All of these failed regularly and were regularly ""fixed"", but each bug fix introduced new bugs, usually in the form of hidden time bombs. The engineers responsible for these systems became very defensive about the problems with them, and usually ended up blaming artists and scripters or even other engineers for the cause. Management, thinking that it would save time, often encouraged content developers to hack and work around the problems rather than fix them properly. We should have ripped these parts of the game out and rebuilt them, rather than continually attempting to work around a flawed legacy design. It would have saved a lot of time and hard feelings."
112,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,production,technical,"Previous Sierra adventure games, including GK1 and GK2 as well as the Space Quest and Leisure Suit Larry series were built using the ""SCI"" game engine. SCI was developed and maintained by Sierra Oakhurst and, for a variety of reasons, Sierra Northwest (the division I worked for) decided to stop using it. This single decision probably affected the project more than anything else did -- it meant that GK3 was to be the first adventure game Sierra had built completely from scratch in a very long time. (...) When I joined the project in early 1998, GK3 had already been in development for more than a year and a half, and it was scheduled to ship at the end of that summer. I realized that this would never happen because at that point the game was a hacked-up version of a sample application that Jim Napier wrote some time earlier to demonstrate the G-Engine. Sample code being used in a production environment should send shivers up the spine of any experienced engineer. Malignant growths of code were added haphazardly whenever a new feature was required, making the game extremely unstable and difficult to maintain. This problem fed on itself and grew worse over time. One example of this problem was the games horrendous startup time. The file and resource system, while sufficient for a sample applications minimal resources, completely fell over when faced with the tens of thousands of files and hundreds of directories in GK3. The game took over a minute just to start up and display the title screen. (...) Most of the games non-art content, such as a story sequence involving simple dialogue exchanges between two characters, was initially hard-coded into the game in C++. This was a nightmare for a couple of reasons. First, engineers were creating content instead of working on the engine, and engineers are generally not the best people for creating good content (and they tend to be very slow at it as well). Second, the tiniest changes to the game, such as choosing a different line of dialogue or altering an animation sequence, required recompilation. This made the content development process unbelievably inefficient. Artists would potentially have to wait weeks to see their work integrated into the game. This resulted in engineers resenting artists ""chucking art over the fence"" and probably inspired similar resentment on the art side. (...) We also faced a lot of problems that were out of our control. Most notable were the technical difficulties with the DirectX drivers provided by hardware vendors for their 3D graphics cards and sound cards, but this probably isnt news to any 3D game developers. These problems were generally features that were implemented improperly or inconsistently, or just outright bugs that caused system crashes or hangs. We also wasted a few weeks trying to add copy protection. During the final push to ship, we repeatedly attempted to make Macrovisions SafeDisc product work with GK3. SafeDisc has a set of special (and we felt completely unnecessary) antihacking measures that got in the way of the games execution. It heavily affected performance, dropping the frame rate to a third of its original speed and adding strange intermittent freezes of several seconds while the camera was moving. After getting nowhere with Macrovisions engineering department, we decided to ditch SafeDisc and roll our own (which took less than a day to do). This entire process wasted several weeks of our time and frustrated us all the more because, apart from this one remaining task, we were ready to ship the game. Lesson learned: If you are required to use copy protection, dont put it off until the last month, especially if its SafeDisc. We werent the first game to have severe problems working with SafeDisc and probably wont be the last, so if youre using this product be sure to do your homework and try it out well in advance of your ship date. (...) One of the most expensive mistakes a team can make is ramping up art before the engine is ready. This often happens at large game companies because developers need a place to go after theyve shipped their most recent game. Unfortunately, this was a serious problem with GK3 -- artists were brought onto the game while the original engine was in development, and long before a stable engine was available. They created content for an animation engine that was untested and in doing so built up enough inertia that we ended up having to keep the design. Later we discovered that the engines design was seriously flawed. GK3s animation system is vertex-based, meaning that a models individual vertices are animated. Even using some creative compression methods, this is very expensive in terms of memory usage. Contrast this method with a typical skinned skeletal animation system, which only requires that the bones be animated. The worst thing about this system was not the memory usage, however. It was the impact on content creation, and the repercussions of this requirement were not fully realized until the art team was ramped up and churning out models and animations. GK3 animations are completely coupled to the meshes of the models that they affect. Once an animation is exported from 3D Studio Max, the models it involves cannot be changed in any way, otherwise existing animations created from the old versions of those models would break. Vertices cant be added or removed, and texture maps can only be tweaked, not remapped. Changing a model required re-exporting every single animation that affected the model, which was very time consuming, tedious, and repetitive for animators, and was often impossible to boot. The source assets (the original Max files) had a way of getting lost and usually ended up stored on backup disks as artists left the project. The end result was that once a model was created, it could never be changed. Consequently, GK3 shipped with a lot of bad art that the team was dissatisfied with but had to use. (...) To the best of our knowledge, every single critical problem with the game is caused by either bad hardware drivers (sound or 3D card) which can be fixed by upgrading them, or CD-ROM problems due to our oversized CD copy protection. Also, the first disk that shipped in some retail boxes was difficult to read on some CD-ROMs, apparently due to duplication problems. This can also be worked around, as the same file exists on the second disk and can be copied to the hard drive."
113,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,management-people,crunch-time,"Crunch mode is a reality on most projects, but you should not gear up for one unless the light at the end of the tunnel is really in sight. The GK3 team was pushed into crunch mode three separate times, each time thinking that we were almost ready to ship. Most of the last year of the project we spent in this mode, which Just about all of Gabriels inventory fits in his pants. meant that even small breaks for vacations, attending conferences, and often even taking off nights and weekends were looked down upon. It was time that the team ""could not afford to lose"". The irony is that this overtime didnt help anyway -- the project didnt move any faster or go out any sooner. The lack of respect for our personal lives and attention to our well-being caused our morale to sink."
114,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,management-people,team,"When someone is placed in a role in which they dont belong, I call this being ""badly cast."" Many of the problems with GK3 resulted from developers being badly cast in their roles, usually because the project requirements were so severely underestimated. To give you an idea of the casting problems we had, consider this: we went through a total of two producers, three art directors (we spent the last year of the project without one), and three project leads (the producer was forced to take over as project lead towards the end). This was an ambitious, massive project that required experienced engineers and the original team was simply not up to this task. GK3 was initially built from members of the Shivers 2 team (one of the last games built with SCI) and they had practically no 3D experience. Engineers under the venerable SCI engine were basically scripters and putting them in charge of building a game engine from scratch was like feeding them into a furnace. To make things worse, the developers that were in over their heads didnt ask for help, which gave management a false sense of progress. (...) To managers everywhere: morale is one of those icky personal political things that many of you avoid dealing with, but you need to understand that your development team is not a factory churning out content and code. To paraphrase Peter Sellers in Being There, ""The team is a garden of creativity that requires regular watering and sunshine in order to build strong roots."" Loyalty is not something that comes easily. The job market is very competitive -- your best developers will simply leave and work for somebody else if they arent treated well and maintained properly. On GK3, there was a serious lack of love and appreciation throughout the project. Recognition of work (other than relief upon its completion) was very rare, lacked sincerity, and was always too little, too late. Internally, a lot of the team believed that the game was of poor quality. And of course, the many web sites and magazines that proclaimed ""adventure games are dead"" only made things worse. Tim Schafers Grim Fandango, although a fabulous game and critically acclaimed, was supposedly (we heard) performing poorly in the marketplace. Rumors circulated among our team that GK3 was going to lose money, due largely to our high burn rate. The low morale resulted in a lot of send-off lunches for developers seeking greener pastures. GK3 had a ridiculous amount of turnover that never would have been necessary had these people been properly cast or well treated in the first place. More than 45 developers worked on GK3 (the average standing team size was 15 to 20), and now, just a few months after it shipped, only seven remain at Sierra. Strangely, the opposite also happened -- several of our developers were included in Sierras mid-1999 housecleaning layoffs but these individuals were allowed to stay on for a couple of months, postponing their last day until we shipped GK3. I believe this was done in good faith out of respect for the developers hard work up to that point but it ended up being a prolonged drain on morale. Having a small group of people who are (understandably) upset with your company for laying them off and actively looking for a job while still trying to be productive and contribute to a project is a tough situation that should be avoided. After a certain amount of time on a project like this, morale can sink so low that the team develops an incredible amount of passive resistance to any kind of change. Developers can get so tired of the project and build up such hatred for it that they avoid doing anything that could possibly make it ship later. This was a terrible problem during the last half of the GK3 development cycle and as a result there are many aspects of the game that we arent proud of. These were problems that should have been fixed but nobody wanted to take the time to correct them because we were so focused on trying to get the game out. I dont think anyone on the team is directly at fault for this and I dont know what we could have done to correct this problem. (...) Because of the high turnover, GK3 always had a high percentage of developers new to the team. Faced with mandatory overtime, these new people understandably felt it was unfair to be ""punished"" by paying for problems caused by the original team or things that they felt management had brought upon itself. "
115,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,management-feature,multiple-projects,"GK3 became a black hole that sucked in many developers from other projects, often at the expense of those projects. Artists were shifted off the team to cut the burn rate, and then pulled back on later because there was so much work left to do. "
116,Sierra Studios Gabriel Knight 3,2000,http://www.gamasutra.com/view/feature/131536/postmortem_sierra_studios_.php,Gabriel Knight 3,pc,adventure,single,management-feature,planning,"Despite these initial advantages, the project faced problems almost from the start. The team had to build a new game engine and most of the related content development tools from scratch, but team members severely underestimated the time, cost, effort, and experience required to construct these tools and establish effective development processes around them. The initial development team was not up to this task. (...) Our engineers never had an accurate development schedule -- the schedules we had were so obviously wrong that everybody on the team knew there was no way to meet them. Our leads often lied to management about progress, tasks, and estimates, and I believe this was because they were in over their heads and werent responding well to the stress. Consequently, upper management thought the project was going to be stable and ready to ship long before it actually was, and we faced prolonged crunch times to deliver promised functionality. More frequent and honest communication within the team would have avoided a lot of this. GK3 had few real milestones, which undermined our ability to track progress. There were some milestones very early on in development, but the focus on shoveling visible features into the game turned them into worthless smoke-and-mirrors demos. The concept of milestones eventually was discarded and was replaced with two simple and unofficial goals -- beta and release to manufacturing. In the push to ship the game, we simply forgot about milestones (because ""were almost there!""), put the blinders on, and worked like mad."
117,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,production,design,"I do agree that the game is on the short side, but we didnt want to put in dozens of levels that repeated the same gameplay over and over, as so many other games do. Even though I am defending our decision in this article, I do acknowledge it as one of the problems that we had with the design. A short game with no multiplayer has a very limited lifetime in the gaming industry."
118,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,production,tools,"Level designers arent just creating levels anymore. They have to design puzzles, scripted events, cinematics, and on and on. In F.A.K.K. 2 this is all done through the scripting language, so each level designer had to be something of a programmer as well. On the artists side, they also got a taste of programming. The effects system is driven entirely by text files, and the artists needed to learn the systems intricacies in order to get the effects they wanted. This complexity added more to the development time than we had anticipated. Even though everyone on the team was really familiar with the engine, getting used to the new tools and modifications took a lot of extra work."
119,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,management-people,crunch-time,"Not having a single person manage tasks, and letting just about every feature request get added to the list, was a major reason why we had to go into crunch mode in order to finish everything by our July deadline. This resulted in a crunch mode that lasted nearly five months, and one month of ""super crunch"", consisting of seven-day weeks and 12- to 16-hour days. I dont mind crunch mode every now and then, but for an extended period of time it really wears you out. The team morale during this crunch was very low."
120,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,management-people,team," At the beginning of this article, I mentioned that the team started off with 18 members, and we finished the game with 11. Of those 11 people, only one person was on the original F.A.K.K. 2 team from the beginning. It was a weird project, because most of the team didnt have a handle on the design of the game. The key designers of gameplay had moved on, and werent available to talk about the ideas that they had come up with. We ended up scrapping a lot of the original design document and starting over. This set us back pretty far in the gameplay area. Another area that suffered was models and animations. We lost several artists who worked on different animation packages, and when they left we had to redo the models they were responsible for."
121,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,management-feature,feature-creep,"We worked on never-ending task lists for months and months. Just when you thought you were close to being done with what you were assigned, another 30 tasks would appear on the list after a team meeting where we would flesh out the incomplete areas of the design."
122,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,management-feature,cutting-features,"We were going to try to put multiplayer into the final release if we had the time, but our July deadline came so quickly that we just didnt have the time to finish it. "
123,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,management-feature,planning,"During the development of F.A.K.K. 2, we had a project manager at the beginning of the project and a different project manager near the end. There were 12 months of development time in between, during which we had little to no management on the project. There were members of the team that took on this role, but only in a limited capacity, as they had tons of other work to do as well. (...) Having a good project manager allows you to have a majority of the design details fleshed out from the beginning, schedule the correct amount of time for tasks, and have the appropriate number of people on the team to finish a game. This seems to be a major problem in the gaming industry, as nearly everyone I talk to has just about the same story about project management and death-march crunch modes."
124,Ritual Entertainments Heavy Metal: F.A.K.K. 2,2000,https://www.gamasutra.com/view/feature/131520/postmortem_ritual_entertainments_.php,Heavy Metal: F.A.K.K. 2,pc,action,single,business,marketing,"Our July deadline was fast approaching, and we had yet to release a playable demo to the Internet. This hurt us in two ways. First, we werent able to build up any pre-game buzz by having a killer demo for our game, and when the game was released people seemed surprised to hear about it. Second, a lot of people will not buy a game unless they play a demo beforehand to see if they like it."
125,Redstorms Rainbow Six,2000,http://www.gamasutra.com/view/feature/131829/postmortem_redstorms_rainbow_six.php,Rainbow Six,pc,action shooter,online single,production,documentation,"We never had a proper design document, which meant that we generated a lot of code and art that we later had to scrap. What’s worse, because we didn’t have a detailed outline of what we were trying to build, we had no way to measure our progress (or lack thereof) accurately. We only realized that we were in trouble when it became glaringly obvious. If we’d been about the design rigorous up front, we would have known that we were slipping much sooner."
126,Redstorms Rainbow Six,2000,http://www.gamasutra.com/view/feature/131829/postmortem_redstorms_rainbow_six.php,Rainbow Six,pc,action shooter,online single,production,tools,"Our external solutions for rendering and networking both fell through and had to be replaced with internally developed code late in the development cycle. In both cases, we were relying on software that was still under development. The core technology was sound, but we were plagued with inadequate documentation, changing programming interfaces, misunderstood performance requirements, and heavy integration costs. Because both packages were in flux, we failed to do a thorough evaluation of their limitations and capabilities."
127,Redstorms Rainbow Six,2000,http://www.gamasutra.com/view/feature/131829/postmortem_redstorms_rainbow_six.php,Rainbow Six,pc,action shooter,online single,production,testing,"We got lucky. As a result of our early missteps, the only way we could get the game done on time was to cut deeply into our testing schedule. We were still finding new crash bugs a week before gold master; if any of these had required major reengineering to fix, we would have been in deep trouble. That the game shipped as clean as it did is a testament to the incredible effort put in at the end by the engineering team. As it was, we still had to release several patches to clean up stuff that slipped through the cracks."
128,Redstorms Rainbow Six,2000,http://www.gamasutra.com/view/feature/131829/postmortem_redstorms_rainbow_six.php,Rainbow Six,pc,action shooter,online single,management-people,team,"This point is closely related to the previous point. Because we didn’t have a firm design, it was impossible to do accurate time estimates. Red Storm was starved for manpower across the board, and because we didn’t have a proper schedule, it was hard to come to grips with just how deep a hole we were digging for ourselves. There were always plenty of other things to do in getting a new company off the ground besides recruiting, and we were trying to run as lean as possible to make the most of our limited start-up capital. Given the circumstances, it was easy to rationalize understaffing the project and delaying new hires. (...) Losing even a junior member of a development team close to gold master can be devastating. When our lead engineer took ill in February 1998, we were faced with a serious crisis. For a few frantic weeks, we tried to recruit a lead from outside the company, but eventually it became obvious that there was no way we could bring someone in and get them up to speed in time for us to make our ship date in July 1998. Promoting from inside the team wasn’t a possibility either — everyone’s schedule was so tightly packed that they were already pulling overtime just to get their coding tasks done; no one had the bandwidth to handle lead responsibilities too."
129,Angel Studios Resident Evil 2 (N64 Version),2000,https://www.gamasutra.com/view/feature/131556/postmortem_angel_studios_.php,Resident Evil 2 (N64),console,adventure strategy,single,production,testing," Never underestimate your testing requirements and, more importantly, never let your publisher underestimate your testing requirements.Almost obvious to anyone who has developed a game should be the testing phase, especially for projects with shorter deadlines. Make surethat the level of testing support you expect is written into the contract with your publisher.As an aside, programmers and artists are not testers. Such a practice reduces their effectiveness when they are called upon and at the timewhen the utmost care must be taken to ensure their changes do not have ripple effects elsewhere in the code. Having them on call 24 hoursa day is fine, but have them be on call, not sleeping on the floor."
130,Angel Studios Resident Evil 2 (N64 Version),2000,https://www.gamasutra.com/view/feature/131556/postmortem_angel_studios_.php,Resident Evil 2 (N64),console,adventure strategy,single,management-people,communication," Its Murphys law: for a project that had run so smoothly, our biggest problem came in the final hour, after the game was complete and wewere awaiting approval from Nintendo. We were all ready to kick back and congratulate each other on a job well done, but our title still neededapproval from Nintendo, both in Japan and in the U.S. The ensuing delays caused us to miss our ideal release date, which in the U.S. wasHalloween.While it would be easy simply to complain about how terrible big publishers are, there are things you can do to mitigate the bureaucracy. Thething to keep in mind is that at some point there are decision makers involved with approving your game. Anyone who has shipped a game,especially for Nintendo, knows that even the most minor misbehavior can hold up the process. So what to do now that your game is beingsent into the hands of who knows how many random individuals? Simple: realize that there is a process."
131,Angel Studios Resident Evil 2 (N64 Version),2000,https://www.gamasutra.com/view/feature/131556/postmortem_angel_studios_.php,Resident Evil 2 (N64),console,adventure strategy,single,management-people,team," Everyone has a certain set of things that they hold dear. For some of us our work integrity is very important to us, for others it is not. As Imentioned before (and will mention again), when you show that you understand the word milestone you set yourself apart in the gameindustry. This is truer in a game where your current progress can be held up against a completed yardstick. Not everyone, and certainly noteveryone on your team, will necessarily share this understanding.In a perfect world, everyone works hard, everything works together, and no one needs supervision. However, it is the leads responsibility toidentify those tasks and people that do and to get a commitment from them stipulating what they will do in writing. Remind them of thesecommitments as often as necessary. It is equally important that the individual and the team as a whole understands that done meanscomplete, meets quality standards, requires no future adjustments or tuning, and is ready to ship. When you do this you set up both theteam and that individual for success."
132,Angel Studios Resident Evil 2 (N64 Version),2000,https://www.gamasutra.com/view/feature/131556/postmortem_angel_studios_.php,Resident Evil 2 (N64),console,adventure strategy,single,management-feature,planning,"While we achieved a tour-de-force of compression overall, we didnt anticipate all the assets that would need to be compressed. Audio andvideo received most of the attention and were pushed and squeezed until they fit. Our focus on these assets, however, caused us to neglectother areas such as the animation data. We did manage to cage these beasts, too, but on our final burn we had to shave another megabyteoff the video. This last megabyte took us under the critical point where the video suddenly went from very pretty to just a bit too obviouslycompressed. Not all the games movies were affected, but it was disappointing that we had to sacrifice some quality because we assumed theother assets would fit, rather than adhere to the apothegm assume nothing. Next time, we wont leave anything to afterthought. Wellexamine everything, to the point where we can make informed estimates (in this case, an assets uncompressed size and its expectedcompression ratio derived from some sample tests) for everything. (...)  At the beginning of the project, this was the most underestimated and underbudgeted task. We quickly realized the scope: at least 200 piecesof music, many short, but there nonetheless with each MIDI piece having its own unique samples -- a nightmare for conversion to cartridge.Angel Studios simply did not have the know-how to execute this area of the project.The tool we had developed internally required a ten-minute compilation process between the alteration of a sequence or sample and hearingthat sequence. Obviously, when you are going to be attempting to refine more than a thousand individual samples not only for correctness butalso to make them as small as possible, this system simply would not work. Fortunately, we had a connection on our team in the Germandevelopment community that used to play videogames in his basement with Chris Huelsbeck from Factor 5."
133,Raven Softwares Soldier of Fortune,2000,https://www.gamasutra.com/view/feature/131541/postmortem_raven_softwares_.php,Soldier of Fortune,console pc,roguelike shooter,multi single,production,prototyping,"Creation took longer than expected to visualize gameplay. A sure way to sell your product is to have a working prototype atan early stage in its development. Since we had decided to give the Quake 2 engine an entire overhaul, we realized that we would really haveto come together and work as a team to make sure things were completed on time. One of the major enhancements for SoF was the Ghoul modeling system, which replaced the entire Quake 2 modeling system, and turnedout to be quite the undertaking. Throughout the entire life of the project, tweaks and changes were made to Ghoul to make it more flexible andpowerful. Unfortunately, this also meant that for a substantial part of the early development, we had no game to look at - only individualcomponents."
134,Raven Softwares Soldier of Fortune,2000,https://www.gamasutra.com/view/feature/131541/postmortem_raven_softwares_.php,Soldier of Fortune,console pc,roguelike shooter,multi single,management-people,communication,"Confusion over project scheduling aside, additional technologies were developed during the course of the project that were never truly planned out appropriately, such as the terrain engine, the in-game effects editor, and the scripting system that we used. All of these technologies served to improve the game substantially, yet they could have worked better if they had been properly discussed between the team members."
135,Raven Softwares Soldier of Fortune,2000,https://www.gamasutra.com/view/feature/131541/postmortem_raven_softwares_.php,Soldier of Fortune,console pc,roguelike shooter,multi single,management-feature,feature-creep,"The single most damaging problem duringSoFs early development was that the original game lacked a truly focuseddesign. We knew what the fundamentals of the game would be, but we did not have the specifics that we needed to create a solid, cohesiveproduct. The games overall story changed five times before it was finalized - at one point we had even changed the basic game concept to ateam-based tactical shooter, similar to Rainbow Six."
136,Raven Softwares Soldier of Fortune,2000,https://www.gamasutra.com/view/feature/131541/postmortem_raven_softwares_.php,Soldier of Fortune,console pc,roguelike shooter,multi single,management-feature,planning,"Something that seemed like a great idea at the time but turned out to hurt us in the end was the decision tomake specific OEM releasesbefore the game was truly finished. The main reason for this was that we looked at the revenue that would help the bottom line instead of consideringhow much it would set back the game.Because there were both regular and low-violence versions of the game, we needed to make several different builds for the different violencelevels and test each build accordingly. In the end, we had roughly 75 QA submissions. While each OEM and demo iteration helped bringmore of the game together, it also diverted our attention from the final product. As we were tweaking and fixing the OEM versions, fullproduction would come to a standstill as we focused on getting the smaller versions out the door. (...) Originally, SoF was scheduled to ship in July 1999. Activision wanted to avoid releasing SoF in the blast zone ofcompeting FPS titles that were shipping that year, so they extended the deadlines on the game. As our competitors titles were pushed back,so was SoF. Although within these deadlines we had schedules set up and planned out, this caused a never-ending uncertainty of how muchtime we had left in the project and how much technology we could add or change within that time."
137,Treyarchs Tony Hawks Pro Skater (Dreamcast Version),2000,https://www.gamasutra.com/view/feature/131563/postmortem_treyarchs_tony_hawks_.php,Tony Hawk Pro Skater (Dreamcast),console,sports,multi single,production,tools," Neversofts El Pluggo plug-in exported a Playstation file and this was the model format that the game read in, Neversofts proprietary binarymesh format. We were given source to El Pluggo so we could modify it as we saw fit but our mistake was that we only tried exporting levelson an as-needed basis. (We already had all of Neversofts Playstation files and we were originally we were running the game with these preexported levels.)We discovered this problem the hard way when we got to one of the last levels and it didnt export correctly. It turned out we somehow hadended up with an obsolete version of the El Pluggo source. It took a couple of days to rectify this problem, because the turnaround for gettingdeliverables from Neversoft was so slow, and because we had to integrate our changes into their new plug-in. If we had tried exporting everysingle level at the start of the project we would have gotten the correct source before we started modifying it. (...)  Localizations turned out to be a slap in the face. Looking through the code at the beginning of the project we saw that they had localizationsfor various European languages, so we thought we were covered. Later on in the project we realized that for some reason when we activatedthe localizations a lot of the English text wasnt being translated. It turned out that localization code we were looking at was for Apocalypseand that the Playstation version of Tony Hawk had never been localized. It could have taken weeks to get all their text translated. The onlything we could do was to skip the localizations"
138,Treyarchs Tony Hawks Pro Skater (Dreamcast Version),2000,https://www.gamasutra.com/view/feature/131563/postmortem_treyarchs_tony_hawks_.php,Tony Hawk Pro Skater (Dreamcast),console,sports,multi single,management-people,communication," Because Activision sold the rights to Crave, to obtain assets or anything else we had to ask Crave, who in turn would ask Activision, who inturn would ask Neversoft. When we would suddenly discover we were missing something, it took forever to do anything about it. Forexample, when we needed the raw sound files it was days before we actually got a CD with the files on it, and the CD wasnt exhaustive. Wehad similar problems with tools -- we never did fully understand Neversofts Max plug-in and were limited in what we could do to improve thelevels because of it -- as well as with some of the source code."
139,Treyarchs Tony Hawks Pro Skater (Dreamcast Version),2000,https://www.gamasutra.com/view/feature/131563/postmortem_treyarchs_tony_hawks_.php,Tony Hawk Pro Skater (Dreamcast),console,sports,multi single,management-people,team," When QA begins you can measure how quickly bugs are being reported and howquickly they are being fixed. This data can be used to giveyou a rough estimate of how long it will take to finish the product. For example, you might find that QA is averaging 20 bug reports a day andyour programmers are fixing 10. If there are 400 bugs, it will take roughly 20 days to find them all and 40 days to fix them. In our case, wediscovered that we were fixing bugs faster than QA was reporting them; we had a backlog of internally reported bugs to keep us busy, buteventually we were going to catch up to QA. Greg screamed at Crave for more QA, but there were plenty of days when the programming staffwas idle while we waited for bugs to trickle in. QA became the bottleneck on our schedule; if they had found the bugs sooner we could haveshipped sooner. QA was lacking in both quantity and quality because there were not enough guys on the project and they were not coveringthe game adequately."
140,Treyarchs Tony Hawks Pro Skater (Dreamcast Version),2000,https://www.gamasutra.com/view/feature/131563/postmortem_treyarchs_tony_hawks_.php,Tony Hawk Pro Skater (Dreamcast),console,sports,multi single,management-feature,feature-creep," We tripled the number of polygons in the skater models but this ended up making the skinning at the joints look more noticeably wrong, anddidnt improve the look of the characters much. Sometimes we couldnt even tell whether we were playing with Neversofts original lowdefinition skaters or our new high-definition ones. (Although looking closely at the skateboard made it a dead giveaway; ours had nicelymodeled trucks and theirs used flatcards.) With new power comes new responsibilities, such as fully taking advantage of all those polygons byimplementing extra joints in the characters (at the shoulders and necks for example), weighted vertices, and cloth and hair systems. Our otherDreamcast games have these features but we were locked into the animations from the Playstation version of Tony Hawk so we couldnt addshoulders nor could we move pivots for more natural bends. And the skaters in Tony Hawk go into extreme poses while performing stunts.For instance, when they crouch really low on their skateboards their knees get pointy, and when they put their arms over their heads theirshoulders dip and they look like balloon animals. We did the best we could by hacking in weighted vertices on the knees but the hack madethe shoulders look even worse so we left them the way they were."
141,Postmortem: Epic Games Unreal Tournament,2000,https://www.gamasutra.com/view/feature/131569/postmortem_epic_games_unreal_.php?page=4,Unreal Tournament,pc,shooter,online single,production,documentation,"While I am a big supporter of open, cabal-style design, I have to stop and wonder how Unreal Tournament would have turned out had we a strong initial design. Its quite possible that the games weaker elements would have been much stronger if we had put together some concept art and focus material. In reviews, we have been criticized for not having enough variation in characters. If Unreal Tournament had had a library of concept art to draw from, we might have had more interesting alien warriors. The story is more or less nonexistent in Unreal Tournament, but at times we considered having in-game cutscenes as rewards for a players progress. The idea was dumped, but a design document might have made it easier to visualize those scenes."
